wild_mut,ALTS910101,BENS940101,BENS940102,BENS940103,BENS940104,CSEM940101,DAYM780301,FEND850101,FITW660101,GEOD900101,GONG920101,GRAR740104,HENS920101,HENS920102,HENS920103,JOHM930101,JOND920103,JOND940101,KOLA920101,LEVJ860101,LUTR910101,LUTR910102,LUTR910103,LUTR910104,LUTR910105,LUTR910106,LUTR910107,LUTR910108,LUTR910109,MCLA710101,MCLA720101,MIYS930101,MIYT790101,MOHR870101,NIEK910101,NIEK910102,OVEJ920101,QU_C930101,QU_C930102,QU_C930103,RISJ880101,TUDE900101,AZAE970101,AZAE970102,RIER950101,WEIL970101,WEIL970102,MEHP950102,KAPO950101,VOGG950101,BLAJ010101,PRLA000101,PRLA000102,QUIB020101,NAOD960101,RUSR970101,RUSR970102,RUSR970103,OGAK980101,KANM000101,NGPC000101,MUET010101,MUET020101,MUET020102,CROG050101
TR,2.0,-1.3,-0.7,-0.3,-0.6,-0.32,1.0,3.0,1.0,5.0,-0.2,71.0,1.0,2.0,2.0,-1.4,1.0,1.0,5.0,0.0,1.0,6.0,2.0,3.0,2.0,10.0,0.0,2.0,6.0,3.0,0.0,0.0,2.03,9.0,-0.12,-0.12,1.0,0.037,0.427,2.0,1.9,5.0,5.0,2.0,16.0,0.0,1.0,1.08,20.6,5.0,0.0,-0.15,0.34,0.2,1.0,0.0,0.0,0.0,-6.8,8.0,6.0,-5.0,1.0,1.0,1.0
RT,2.0,-1.3,-0.7,-0.3,-0.6,-0.32,1.0,3.0,1.0,5.0,-0.2,71.0,1.0,2.0,2.0,-1.4,1.0,1.0,5.0,0.0,1.0,6.0,2.0,3.0,2.0,10.0,0.0,2.0,6.0,3.0,0.0,0.0,2.03,9.0,-0.12,-0.12,1.0,0.037,0.427,2.0,1.9,5.0,5.0,2.0,16.0,0.0,1.0,1.08,20.6,5.0,0.0,-0.15,0.34,0.2,1.0,0.0,0.0,0.0,-6.8,8.0,6.0,-5.0,1.0,1.0,1.0
TN,0.0,0.5,0.5,0.4,0.9,0.13,0.0,4.0,1.0,9.0,0.5,65.0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,2.0,6.0,3.0,3.0,4.0,8.0,3.0,4.0,2.0,3.0,1.0,0.11,1.4,10.0,0.01,0.01,0.0,0.076,0.519,3.0,1.1,12.0,4.0,2.0,63.0,1.0,1.0,0.99,20.2,5.7,2.0,0.3,1.14,1.4,2.0,1.0,4.0,3.0,-6.4,0.0,1.0,-1.5,0.0,0.0,1.0
NT,0.0,0.5,0.5,0.4,0.9,0.13,0.0,4.0,1.0,9.0,0.5,65.0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,2.0,6.0,3.0,3.0,4.0,8.0,3.0,4.0,2.0,3.0,1.0,0.11,1.4,10.0,0.01,0.01,0.0,0.076,0.519,3.0,1.1,12.0,4.0,2.0,63.0,1.0,1.0,0.99,20.2,5.7,2.0,0.3,1.14,1.4,2.0,1.0,4.0,3.0,-6.4,0.0,1.0,-1.5,0.0,0.0,1.0
TD,1.0,-1.2,-0.7,-0.2,-2.1,0.23,0.0,2.0,2.0,5.0,0.0,85.0,1.0,2.0,2.0,-1.8,1.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,-0.1,2.05,9.0,-0.18,-0.19,1.0,0.328,0.382,4.0,0.0,11.0,4.0,3.0,35.0,1.0,0.0,0.88,19.0,5.2,0.0,-0.75,-1.36,0.1,2.0,3.0,1.0,2.0,-6.5,10.0,5.0,-5.5,1.0,0.0,1.0
DT,1.0,-1.2,-0.7,-0.2,-2.1,0.23,0.0,2.0,2.0,5.0,0.0,85.0,1.0,2.0,2.0,-1.8,1.0,0.0,0.0,0.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,-0.1,2.05,9.0,-0.18,-0.19,1.0,0.328,0.382,4.0,0.0,11.0,4.0,3.0,35.0,1.0,0.0,0.88,19.0,5.2,0.0,-0.75,-1.36,0.1,2.0,3.0,1.0,2.0,-6.5,10.0,5.0,-5.5,1.0,0.0,1.0
TC,3.0,-1.5,-1.1,-0.6,-1.9,0.14,2.0,2.0,2.0,9.0,-0.5,149.0,1.0,1.0,2.0,-6.0,1.0,0.0,6.6,0.0,7.0,1.0,4.0,8.0,7.0,11.0,6.0,6.0,18.0,2.0,0.0,-0.62,1.45,10.0,0.12,0.15,5.0,0.087,0.326,1.0,-1.4,4.0,5.0,3.0,95.0,0.0,1.0,0.93,16.2,4.7,19.0,-0.59,-1.89,0.3,2.0,2.0,2.0,0.0,-7.5,7.0,1.0,1.0,0.0,0.0,1.0
CT,3.0,-1.5,-1.1,-0.6,-1.9,0.14,2.0,2.0,2.0,9.0,-0.5,149.0,1.0,1.0,2.0,-6.0,1.0,0.0,6.6,0.0,7.0,1.0,4.0,8.0,7.0,11.0,6.0,6.0,18.0,2.0,0.0,-0.62,1.45,10.0,0.12,0.15,5.0,0.087,0.326,1.0,-1.4,4.0,5.0,3.0,95.0,0.0,1.0,0.93,16.2,4.7,19.0,-0.59,-1.89,0.3,2.0,2.0,2.0,0.0,-7.5,7.0,1.0,1.0,0.0,0.0,1.0
TQ,2.0,-1.7,-0.7,-0.1,-1.7,-0.15,1.0,3.0,2.0,9.0,0.0,42.0,1.0,1.0,1.0,-0.4,1.0,2.0,5.0,0.0,1.0,8.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,0.0,-0.07,1.12,10.0,-0.21,-0.22,0.0,0.344,0.61,3.0,1.7,10.0,6.0,2.0,67.0,1.0,2.0,1.02,17.4,5.2,2.0,0.6,1.08,-0.1,1.0,3.0,2.0,0.0,-7.0,7.0,3.0,-3.5,1.0,0.0,1.0
QT,2.0,-1.7,-0.7,-0.1,-1.7,-0.15,1.0,3.0,2.0,9.0,0.0,42.0,1.0,1.0,1.0,-0.4,1.0,2.0,5.0,0.0,1.0,8.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,0.0,-0.07,1.12,10.0,-0.21,-0.22,0.0,0.344,0.61,3.0,1.7,10.0,6.0,2.0,67.0,1.0,2.0,1.02,17.4,5.2,2.0,0.6,1.08,-0.1,1.0,3.0,2.0,0.0,-7.0,7.0,3.0,-3.5,1.0,0.0,1.0
TE,2.0,-1.6,-0.9,-0.2,-2.1,-0.27,0.0,3.0,2.0,5.0,-0.1,65.0,1.0,1.0,2.0,-0.5,1.0,1.0,0.0,0.0,1.0,10.0,0.0,4.0,0.0,9.0,2.0,2.0,4.0,4.0,0.0,-0.09,1.83,8.0,-0.5,-0.54,0.0,0.22,0.287,3.0,1.6,12.0,3.0,1.0,41.0,1.0,0.0,1.11,18.8,5.1,3.0,-0.21,-0.61,1.6,3.0,2.0,0.0,1.0,-6.8,6.0,5.0,-6.5,1.0,0.0,1.0
ET,2.0,-1.6,-0.9,-0.2,-2.1,-0.27,0.0,3.0,2.0,5.0,-0.1,65.0,1.0,1.0,2.0,-0.5,1.0,1.0,0.0,0.0,1.0,10.0,0.0,4.0,0.0,9.0,2.0,2.0,4.0,4.0,0.0,-0.09,1.83,8.0,-0.5,-0.54,0.0,0.22,0.287,3.0,1.6,12.0,3.0,1.0,41.0,1.0,0.0,1.11,18.8,5.1,3.0,-0.21,-0.61,1.6,3.0,2.0,0.0,1.0,-6.8,6.0,5.0,-6.5,1.0,0.0,1.0
TG,1.0,-0.5,-0.7,-1.0,-2.1,-0.02,0.0,2.0,2.0,9.0,-1.1,59.0,2.0,2.0,3.0,-3.8,1.0,0.0,0.0,0.0,12.0,0.0,3.0,4.0,1.0,8.0,10.0,4.0,3.0,2.0,0.0,-0.09,1.7,10.0,0.1,0.11,3.0,0.335,0.0,1.0,0.2,13.0,1.0,1.0,99.0,0.0,2.0,1.03,18.2,4.1,4.0,-0.81,-2.24,-0.6,0.0,0.0,0.0,0.0,-6.7,17.0,1.0,-1.5,2.0,1.0,2.0
GT,1.0,-0.5,-0.7,-1.0,-2.1,-0.02,0.0,2.0,2.0,9.0,-1.1,59.0,2.0,2.0,3.0,-3.8,1.0,0.0,0.0,0.0,12.0,0.0,3.0,4.0,1.0,8.0,10.0,4.0,3.0,2.0,0.0,-0.09,1.7,10.0,0.1,0.11,3.0,0.335,0.0,1.0,0.2,13.0,1.0,1.0,99.0,0.0,2.0,1.03,18.2,4.1,4.0,-0.81,-2.24,-0.6,0.0,0.0,0.0,0.0,-6.7,17.0,1.0,-1.5,2.0,1.0,2.0
TH,3.0,-1.7,-1.1,-0.5,-1.8,0.08,1.0,2.0,2.0,10.0,-0.3,47.0,2.0,3.0,3.0,-3.0,1.0,2.0,5.0,0.0,5.0,5.0,1.0,16.0,19.0,5.0,5.0,0.0,4.0,4.0,0.0,-0.13,1.32,10.0,0.1,0.09,2.0,0.259,0.399,2.0,-0.9,7.0,4.0,3.0,74.0,1.0,1.0,0.91,14.8,4.9,0.0,-0.52,-1.14,-0.2,0.0,5.0,1.0,3.0,-8.0,20.0,4.0,-3.5,1.0,0.0,1.0
HT,3.0,-1.7,-1.1,-0.5,-1.8,0.08,1.0,2.0,2.0,10.0,-0.3,47.0,2.0,3.0,3.0,-3.0,1.0,2.0,5.0,0.0,5.0,5.0,1.0,16.0,19.0,5.0,5.0,0.0,4.0,4.0,0.0,-0.13,1.32,10.0,0.1,0.09,2.0,0.259,0.399,2.0,-0.9,7.0,4.0,3.0,74.0,1.0,1.0,0.91,14.8,4.9,0.0,-0.52,-1.14,-0.2,0.0,5.0,1.0,3.0,-8.0,20.0,4.0,-3.5,1.0,0.0,1.0
TI,0.0,0.7,0.3,-0.3,0.8,0.0,0.0,3.0,1.0,8.0,-0.6,89.0,1.0,1.0,2.0,-3.2,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,7.0,1.0,1.0,7.0,3.0,1.0,-0.59,2.14,10.0,0.3,0.32,2.0,0.385,0.382,1.0,1.6,5.0,4.0,2.0,88.0,0.0,1.0,1.27,17.5,4.6,3.0,-0.96,-3.03,0.0,3.0,0.0,0.0,0.0,-7.1,8.0,1.0,0.5,1.0,0.0,2.0
IT,0.0,0.7,0.3,-0.3,0.8,0.0,0.0,3.0,1.0,8.0,-0.6,89.0,1.0,1.0,2.0,-3.2,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,7.0,1.0,1.0,7.0,3.0,1.0,-0.59,2.14,10.0,0.3,0.32,2.0,0.385,0.382,1.0,1.6,5.0,4.0,2.0,88.0,0.0,1.0,1.27,17.5,4.6,3.0,-0.96,-3.03,0.0,3.0,0.0,0.0,0.0,-7.1,8.0,1.0,0.5,1.0,0.0,2.0
TL,3.0,-0.4,-1.0,-1.1,-1.9,-0.04,2.0,2.0,2.0,8.0,-1.3,92.0,1.0,2.0,3.0,-4.6,1.0,1.0,0.0,0.0,4.0,18.0,6.0,6.0,12.0,11.0,9.0,9.0,12.0,3.0,0.0,-0.77,2.25,9.0,-0.31,-0.36,3.0,0.386,0.346,1.0,1.2,11.0,6.0,4.0,90.0,0.0,1.0,1.18,14.3,3.9,5.0,-0.86,-2.4,0.3,3.0,3.0,0.0,1.0,-6.2,13.0,1.0,0.5,2.0,1.0,2.0
LT,3.0,-0.4,-1.0,-1.1,-1.9,-0.04,2.0,2.0,2.0,8.0,-1.3,92.0,1.0,2.0,3.0,-4.6,1.0,1.0,0.0,0.0,4.0,18.0,6.0,6.0,12.0,11.0,9.0,9.0,12.0,3.0,0.0,-0.77,2.25,9.0,-0.31,-0.36,3.0,0.386,0.346,1.0,1.2,11.0,6.0,4.0,90.0,0.0,1.0,1.18,14.3,3.9,5.0,-0.86,-2.4,0.3,3.0,3.0,0.0,1.0,-6.2,13.0,1.0,0.5,2.0,1.0,2.0
TK,1.0,-1.1,-0.4,0.1,1.0,-0.24,0.0,4.0,1.0,5.0,0.1,78.0,1.0,1.0,1.0,-0.2,1.0,2.0,5.0,0.0,3.0,6.0,3.0,5.0,1.0,7.0,2.0,0.0,4.0,3.0,0.0,0.09,2.1,9.0,-0.33,-0.38,0.0,-0.206,0.54,3.0,1.2,8.0,7.0,2.0,38.0,0.0,1.0,1.09,17.6,5.3,1.0,-0.1,-0.37,1.0,2.0,2.0,2.0,1.0,-6.3,8.0,6.0,-5.0,1.0,0.0,1.0
KT,1.0,-1.1,-0.4,0.1,1.0,-0.24,0.0,4.0,1.0,5.0,0.1,78.0,1.0,1.0,1.0,-0.2,1.0,2.0,5.0,0.0,3.0,6.0,3.0,5.0,1.0,7.0,2.0,0.0,4.0,3.0,0.0,0.09,2.1,9.0,-0.33,-0.38,0.0,-0.206,0.54,3.0,1.2,8.0,7.0,2.0,38.0,0.0,1.0,1.09,17.6,5.3,1.0,-0.1,-0.37,1.0,2.0,2.0,2.0,1.0,-6.3,8.0,6.0,-5.0,1.0,0.0,1.0
TM,1.0,0.6,0.1,-0.4,0.7,-0.02,1.0,3.0,1.0,9.0,-0.6,81.0,1.0,1.0,1.0,-3.2,0.0,0.0,0.0,0.0,2.0,9.0,2.0,1.0,2.0,3.0,4.0,0.0,2.0,3.0,0.0,-0.61,1.86,8.0,-0.31,-0.35,2.0,-0.141,0.313,1.0,0.8,8.0,4.0,3.0,86.0,0.0,1.0,1.11,16.9,4.6,3.0,-1.58,-5.18,-0.3,2.0,3.0,2.0,2.0,-7.3,7.0,0.0,1.5,1.0,0.0,1.0
MT,1.0,0.6,0.1,-0.4,0.7,-0.02,1.0,3.0,1.0,9.0,-0.6,81.0,1.0,1.0,1.0,-3.2,0.0,0.0,0.0,0.0,2.0,9.0,2.0,1.0,2.0,3.0,4.0,0.0,2.0,3.0,0.0,-0.61,1.86,8.0,-0.31,-0.35,2.0,-0.141,0.313,1.0,0.8,8.0,4.0,3.0,86.0,0.0,1.0,1.11,16.9,4.6,3.0,-1.58,-5.18,-0.3,2.0,3.0,2.0,2.0,-7.3,7.0,0.0,1.5,1.0,0.0,1.0
TF,4.0,-2.4,-2.6,-2.2,-2.1,0.02,3.0,1.0,2.0,7.0,-2.2,103.0,1.0,3.0,4.0,-5.0,2.0,2.0,5.0,1.0,13.0,37.0,16.0,13.0,8.0,17.0,19.0,19.0,13.0,1.0,0.0,-0.75,2.6,10.0,0.19,0.21,3.0,0.306,0.41,2.0,0.3,4.0,4.0,3.0,84.0,2.0,0.0,1.32,12.8,3.0,2.0,-0.69,-4.0,-0.8,2.0,3.0,2.0,0.0,-7.7,18.0,2.0,0.0,3.0,2.0,2.0
FT,4.0,-2.4,-2.6,-2.2,-2.1,0.02,3.0,1.0,2.0,7.0,-2.2,103.0,1.0,3.0,4.0,-5.0,2.0,2.0,5.0,1.0,13.0,37.0,16.0,13.0,8.0,17.0,19.0,19.0,13.0,1.0,0.0,-0.75,2.6,10.0,0.19,0.21,3.0,0.306,0.41,2.0,0.3,4.0,4.0,3.0,84.0,2.0,0.0,1.32,12.8,3.0,2.0,-0.69,-4.0,-0.8,2.0,3.0,2.0,0.0,-7.7,18.0,2.0,0.0,3.0,2.0,2.0
TP,1.0,0.6,0.4,0.1,1.1,0.2,0.0,4.0,1.0,8.0,0.1,38.0,1.0,2.0,3.0,-2.0,1.0,1.0,0.0,0.0,6.0,14.0,3.0,4.0,2.0,1.0,7.0,1.0,3.0,3.0,1.0,0.25,0.87,8.0,-0.21,-0.21,1.0,-0.336,0.435,2.0,-0.5,2.0,5.0,3.0,91.0,0.0,1.0,0.93,14.9,5.3,1.0,0.93,2.44,1.1,1.0,1.0,1.0,1.0,-6.7,11.0,4.0,-3.5,1.0,0.0,2.0
PT,1.0,0.6,0.4,0.1,1.1,0.2,0.0,4.0,1.0,8.0,0.1,38.0,1.0,2.0,3.0,-2.0,1.0,1.0,0.0,0.0,6.0,14.0,3.0,4.0,2.0,1.0,7.0,1.0,3.0,3.0,1.0,0.25,0.87,8.0,-0.21,-0.21,1.0,-0.336,0.435,2.0,-0.5,2.0,5.0,3.0,91.0,0.0,1.0,0.93,14.9,5.3,1.0,0.93,2.44,1.1,1.0,1.0,1.0,1.0,-6.7,11.0,4.0,-3.5,1.0,0.0,2.0
TS,2.0,1.5,1.5,1.4,1.0,0.45,1.0,5.0,1.0,9.0,1.5,58.0,2.0,2.0,2.0,2.0,1.0,2.0,6.6,0.0,4.0,10.0,4.0,9.0,4.0,12.0,5.0,5.0,8.0,5.0,3.0,0.28,0.89,11.0,0.33,0.36,1.0,-0.124,0.601,4.0,2.1,24.0,5.0,4.0,96.0,1.0,0.0,1.1,19.5,6.7,5.0,1.2,3.09,2.6,2.0,4.0,4.0,3.0,-5.5,18.0,1.0,1.5,2.0,1.0,1.0
ST,2.0,1.5,1.5,1.4,1.0,0.45,1.0,5.0,1.0,9.0,1.5,58.0,2.0,2.0,2.0,2.0,1.0,2.0,6.6,0.0,4.0,10.0,4.0,9.0,4.0,12.0,5.0,5.0,8.0,5.0,3.0,0.28,0.89,11.0,0.33,0.36,1.0,-0.124,0.601,4.0,2.1,24.0,5.0,4.0,96.0,1.0,0.0,1.1,19.5,6.7,5.0,1.2,3.09,2.6,2.0,4.0,4.0,3.0,-5.5,18.0,1.0,1.5,2.0,1.0,1.0
TT,4.0,2.4,2.5,2.5,4.0,1.0,3.0,6.0,0.0,10.0,2.5,0.0,5.0,7.0,8.0,6.8,2.0,3.0,10.0,2.0,30.0,35.0,16.0,10.0,20.0,24.0,31.0,14.0,21.0,8.0,5.0,0.45,0.0,16.0,1.0,1.0,5.0,1.0,1.0,8.0,2.2,100.0,10.0,6.0,100.0,4.0,1.0,1.16,26.1,7.7,7.0,2.04,6.33,0.4,3.0,0.0,0.0,2.0,-5.0,48.0,3.0,4.0,5.0,3.0,5.0
WA,7.0,-4.3,-5.5,-4.1,-2.2,-0.25,6.0,2.0,2.0,5.0,-3.6,148.0,2.0,4.0,5.0,-5.8,4.0,4.0,0.0,1.0,6.0,20.0,20.0,50.0,2.0,23.0,9.0,43.0,17.0,1.0,0.0,-0.51,4.23,11.0,-0.11,-0.11,3.0,0.081,0.825,4.0,-0.9,12.0,2.0,1.0,98.0,0.0,3.0,1.18,10.1,1.6,11.0,-0.66,-2.61,-3.3,0.0,4.0,1.0,0.0,-9.0,29.0,4.0,-2.5,5.0,3.0,3.0
AW,7.0,-4.3,-5.5,-4.1,-2.2,-0.25,6.0,2.0,2.0,5.0,-3.6,148.0,2.0,4.0,5.0,-5.8,4.0,4.0,0.0,1.0,6.0,20.0,20.0,50.0,2.0,23.0,9.0,43.0,17.0,1.0,0.0,-0.51,4.23,11.0,-0.11,-0.11,3.0,0.081,0.825,4.0,-0.9,12.0,2.0,1.0,98.0,0.0,3.0,1.18,10.1,1.6,11.0,-0.66,-2.61,-3.3,0.0,4.0,1.0,0.0,-9.0,29.0,4.0,-2.5,5.0,3.0,3.0
WR,1.0,2.0,-1.1,-1.6,1.8,-0.03,2.0,2.0,1.0,0.0,-1.6,101.0,2.0,4.0,5.0,-3.8,0.0,5.0,6.6,0.0,3.0,2.0,8.0,35.0,31.0,16.0,2.0,29.0,5.0,3.0,0.0,-0.26,2.72,7.0,0.0,0.03,2.0,-0.059,0.169,0.0,-0.8,7.0,3.0,4.0,11.0,0.0,3.0,1.33,9.94,3.6,6.0,-0.04,1.02,-1.5,3.0,5.0,2.0,0.0,-9.4,29.0,7.0,-4.5,4.0,3.0,2.0
RW,1.0,2.0,-1.1,-1.6,1.8,-0.03,2.0,2.0,1.0,0.0,-1.6,101.0,2.0,4.0,5.0,-3.8,0.0,5.0,6.6,0.0,3.0,2.0,8.0,35.0,31.0,16.0,2.0,29.0,5.0,3.0,0.0,-0.26,2.72,7.0,0.0,0.03,2.0,-0.059,0.169,0.0,-0.8,7.0,3.0,4.0,11.0,0.0,3.0,1.33,9.94,3.6,6.0,-0.04,1.02,-1.5,3.0,5.0,2.0,0.0,-9.4,29.0,7.0,-4.5,4.0,3.0,2.0
WN,5.0,-4.4,-5.2,-4.0,-3.0,-0.39,4.0,0.0,3.0,4.0,-3.6,174.0,4.0,6.0,7.0,-6.1,5.0,3.0,0.0,1.0,6.0,6.0,18.0,34.0,30.0,11.0,7.0,38.0,22.0,0.0,0.0,-0.79,4.39,8.0,-0.21,-0.24,5.0,0.277,0.003,0.0,-1.1,6.0,5.0,4.0,58.0,1.0,3.0,0.95,7.74,1.6,9.0,-2.89,-6.29,4.0,4.0,3.0,0.0,1.0,-8.6,39.0,5.0,-4.0,5.0,4.0,3.0
NW,5.0,-4.4,-5.2,-4.0,-3.0,-0.39,4.0,0.0,3.0,4.0,-3.6,174.0,4.0,6.0,7.0,-6.1,5.0,3.0,0.0,1.0,6.0,6.0,18.0,34.0,30.0,11.0,7.0,38.0,22.0,0.0,0.0,-0.79,4.39,8.0,-0.21,-0.24,5.0,0.277,0.003,0.0,-1.1,6.0,5.0,4.0,58.0,1.0,3.0,0.95,7.74,1.6,9.0,-2.89,-6.29,4.0,4.0,3.0,0.0,1.0,-8.6,39.0,5.0,-4.0,5.0,4.0,3.0
WD,8.0,-6.3,-6.4,-5.5,-2.9,-0.41,7.0,0.0,3.0,1.0,-5.2,181.0,4.0,6.0,8.0,-6.0,5.0,4.0,0.0,1.0,10.0,16.0,12.0,55.0,40.0,24.0,13.0,35.0,32.0,0.0,0.0,-0.64,4.88,6.0,-0.19,-0.22,6.0,0.578,-0.079,0.0,-1.4,20.0,5.0,4.0,31.0,3.0,1.0,1.04,9.08,0.0,7.0,-1.91,-5.63,-5.7,4.0,4.0,5.0,5.0,-9.8,40.0,7.0,-6.5,7.0,5.0,4.0
DW,8.0,-6.3,-6.4,-5.5,-2.9,-0.41,7.0,0.0,3.0,1.0,-5.2,181.0,4.0,6.0,8.0,-6.0,5.0,4.0,0.0,1.0,10.0,16.0,12.0,55.0,40.0,24.0,13.0,35.0,32.0,0.0,0.0,-0.64,4.88,6.0,-0.19,-0.22,6.0,0.578,-0.079,0.0,-1.4,20.0,5.0,4.0,31.0,3.0,1.0,1.04,9.08,0.0,7.0,-1.91,-5.63,-5.7,4.0,4.0,5.0,5.0,-9.8,40.0,7.0,-6.5,7.0,5.0,4.0
WC,8.0,1.6,0.5,-0.9,4.1,0.18,8.0,3.0,1.0,6.0,-1.0,215.0,5.0,3.0,5.0,-9.1,1.0,1.0,5.0,1.0,3.0,0.0,16.0,45.0,34.0,43.0,1.0,13.0,53.0,2.0,0.0,0.82,3.34,11.0,0.0,-0.02,6.0,0.174,0.779,5.0,-1.8,8.0,1.0,0.0,99.0,0.0,2.0,1.47,9.56,4.2,24.0,-0.76,-3.01,-0.5,0.0,1.0,2.0,2.0,-12.0,18.0,4.0,-0.5,7.0,4.0,2.0
CW,8.0,1.6,0.5,-0.9,4.1,0.18,8.0,3.0,1.0,6.0,-1.0,215.0,5.0,3.0,5.0,-9.1,1.0,1.0,5.0,1.0,3.0,0.0,16.0,45.0,34.0,43.0,1.0,13.0,53.0,2.0,0.0,0.82,3.34,11.0,0.0,-0.02,6.0,0.174,0.779,5.0,-1.8,8.0,1.0,0.0,99.0,0.0,2.0,1.47,9.56,4.2,24.0,-0.76,-3.01,-0.5,0.0,1.0,2.0,2.0,-12.0,18.0,4.0,-0.5,7.0,4.0,2.0
WQ,6.0,-2.6,-3.3,-2.8,-2.3,-0.17,5.0,1.0,1.0,4.0,-2.7,130.0,2.0,3.0,4.0,-8.2,3.0,0.0,5.0,1.0,13.0,2.0,3.0,15.0,34.0,14.0,13.0,19.0,26.0,2.0,0.0,-0.83,3.42,9.0,-0.17,-0.18,5.0,0.515,0.478,2.0,-1.0,3.0,3.0,5.0,63.0,0.0,2.0,1.17,16.6,2.5,12.0,-0.81,-4.3,-2.9,2.0,1.0,3.0,1.0,-8.3,19.0,1.0,1.0,6.0,4.0,2.0
QW,6.0,-2.6,-3.3,-2.8,-2.3,-0.17,5.0,1.0,1.0,4.0,-2.7,130.0,2.0,3.0,4.0,-8.2,3.0,0.0,5.0,1.0,13.0,2.0,3.0,15.0,34.0,14.0,13.0,19.0,26.0,2.0,0.0,-0.83,3.42,9.0,-0.17,-0.18,5.0,0.515,0.478,2.0,-1.0,3.0,3.0,5.0,63.0,0.0,2.0,1.17,16.6,2.5,12.0,-0.81,-4.3,-2.9,2.0,1.0,3.0,1.0,-8.3,19.0,1.0,1.0,6.0,4.0,2.0
WE,8.0,-5.6,-6.3,-4.7,-3.2,-0.22,7.0,1.0,2.0,1.0,-4.3,152.0,3.0,4.0,6.0,-7.6,5.0,3.0,0.0,1.0,14.0,18.0,16.0,40.0,35.0,19.0,17.0,38.0,29.0,1.0,0.0,-0.66,4.08,7.0,-0.12,-0.12,6.0,0.149,-0.216,0.0,-1.0,10.0,6.0,5.0,37.0,2.0,1.0,1.33,15.3,0.9,3.0,-2.7,-6.28,-4.7,3.0,1.0,2.0,3.0,-7.9,29.0,7.0,-6.0,7.0,5.0,3.0
EW,8.0,-5.6,-6.3,-4.7,-3.2,-0.22,7.0,1.0,2.0,1.0,-4.3,152.0,3.0,4.0,6.0,-7.6,5.0,3.0,0.0,1.0,14.0,18.0,16.0,40.0,35.0,19.0,17.0,38.0,29.0,1.0,0.0,-0.66,4.08,7.0,-0.12,-0.12,6.0,0.149,-0.216,0.0,-1.0,10.0,6.0,5.0,37.0,2.0,1.0,1.33,15.3,0.9,3.0,-2.7,-6.28,-4.7,3.0,1.0,2.0,3.0,-7.9,29.0,7.0,-6.0,7.0,5.0,3.0
WG,8.0,-1.7,-4.5,-4.1,1.4,-0.08,7.0,3.0,1.0,5.0,-4.0,184.0,2.0,4.0,6.0,-6.3,2.0,2.0,0.0,1.0,12.0,23.0,21.0,57.0,33.0,32.0,15.0,46.0,33.0,1.0,0.0,-0.15,5.13,8.0,-0.1,-0.11,4.0,0.136,0.0,1.0,-1.3,13.0,1.0,1.0,94.0,2.0,0.0,1.28,7.2,1.2,10.0,-1.21,-4.77,-4.2,1.0,0.0,2.0,1.0,-7.2,19.0,5.0,-4.0,5.0,4.0,4.0
GW,8.0,-1.7,-4.5,-4.1,1.4,-0.08,7.0,3.0,1.0,5.0,-4.0,184.0,2.0,4.0,6.0,-6.3,2.0,2.0,0.0,1.0,12.0,23.0,21.0,57.0,33.0,32.0,15.0,46.0,33.0,1.0,0.0,-0.15,5.13,8.0,-0.1,-0.11,4.0,0.136,0.0,1.0,-1.3,13.0,1.0,1.0,94.0,2.0,0.0,1.28,7.2,1.2,10.0,-1.21,-4.77,-4.2,1.0,0.0,2.0,1.0,-7.2,19.0,5.0,-4.0,5.0,4.0,4.0
WH,5.0,-2.8,-2.7,-1.0,-2.1,-0.11,3.0,1.0,3.0,5.0,-0.8,115.0,3.0,4.0,4.0,-4.0,3.0,1.0,5.0,1.0,3.0,21.0,7.0,41.0,36.0,18.0,7.0,17.0,7.0,3.0,1.0,-0.7,3.16,10.0,-0.01,-0.02,3.0,0.232,0.46,3.0,-1.7,6.0,3.0,1.0,69.0,0.0,2.0,1.18,0.0,4.4,9.0,-1.48,-5.71,-1.2,1.0,2.0,0.0,0.0,-9.7,18.0,3.0,-1.0,1.0,0.0,0.0
HW,5.0,-2.8,-2.7,-1.0,-2.1,-0.11,3.0,1.0,3.0,5.0,-0.8,115.0,3.0,4.0,4.0,-4.0,3.0,1.0,5.0,1.0,3.0,21.0,7.0,41.0,36.0,18.0,7.0,17.0,7.0,3.0,1.0,-0.7,3.16,10.0,-0.01,-0.02,3.0,0.232,0.46,3.0,-1.7,6.0,3.0,1.0,69.0,0.0,2.0,1.18,0.0,4.4,9.0,-1.48,-5.71,-1.2,1.0,2.0,0.0,0.0,-9.7,18.0,3.0,-1.0,1.0,0.0,0.0
